candidate_pair_id,left_source_system,left_record_id,left_business_name,right_source_system,right_record_id,right_business_name,pin_code,match_score,decision,name_score,address_score,identifier_score,phone_score,same_entity_ground_truth,explanation
PAIR-000011,GST,GST-KA-BLRR-2025-000195,Kaveri Associates,SHOP,KAR-SHOP-BLRR-2022-000162,M/S Kaveri Associates,562110,100,AUTO_LINK,100.0,100,100,100,True,auto-link candidate: high name similarity (100.0); similar address/PIN (100); strong hashed PAN/GSTIN/Udyam match; same phone number
PAIR-000012,GST,GST-KA-BLRU-2018-000227,Ananya Chem Industries,KSPCB,PCB/BLRU/CTO/2015/00127,Ananya Chem Industries,560059,100,AUTO_LINK,100.0,100,100,100,True,auto-link candidate: high name similarity (100.0); similar address/PIN (100); strong hashed PAN/GSTIN/Udyam match; same phone number
PAIR-000013,SHOP,KAR-SHOP-BLRU-2015-000200,Lakshmi Kitchen Pvt Ltd,BBMP,BBMP-TL-YELA-2022-000121,Lakshmi Kitchen Pvt Ltd,560024,100,AUTO_LINK,100.0,100,100,100,True,auto-link candidate: high name similarity (100.0); similar address/PIN (100); strong hashed PAN/GSTIN/Udyam match; same phone number
PAIR-000014,LABOUR,LAB-KA-BLRU-2020-000150,Udupi Cafe Pvt Ltd,GST,GST-KA-BLRU-2025-000245,M/S Udupi Cafe Pvt Ltd,560102,100,AUTO_LINK,100.0,100,100,100,True,auto-link candidate: high name similarity (100.0); similar address/PIN (100); strong hashed PAN/GSTIN/Udyam match; same phone number
PAIR-000015,BBMP,BBMP-TL-MAHA-2018-000126,Bangalore Industries LLP,GST,GST-KA-BLRU-2017-000249,BANGALORE INDUSTRIES LLP,560066,100,AUTO_LINK,100.0,100,100,100,True,auto-link candidate: high name similarity (100.0); similar address/PIN (100); strong hashed PAN/GSTIN/Udyam match; same phone number
PAIR-000016,SHOP,KAR-SHOP-BLRU-2025-000035,Ananya Print Works,UDYAM,UDYAM-KR-BLRU-2019-000027,Ananya Print Works,560102,99,AUTO_LINK,100.0,95.2,100,100,True,auto-link candidate: high name similarity (100.0); similar address/PIN (95.2); strong hashed PAN/GSTIN/Udyam match; same phone number
PAIR-000017,FACTORY,KFBIS-FAC-BLRU-2019-000024,Bharath Machining Company,GST,GST-KA-BLRU-2016-000043,Bharath Machining Company,560029|560059,99,AUTO_LINK,100.0,95.0,100,100,True,auto-link candidate: high name similarity (100.0); similar address/PIN (95.0); strong hashed PAN/GSTIN/Udyam match; same phone number
PAIR-000018,FACTORY,KFBIS-FAC-MYS-2021-000039,Prakruthi Packaging Solutins,KSPCB,PCB/MYS/CTE/2023/00035,Prakruthi Packaging Solutions,570016,99,AUTO_LINK,98.2,98.1,100,100,True,auto-link candidate: high name similarity (98.2); similar address/PIN (98.1); strong hashed PAN/GSTIN/Udyam match; same phone number
PAIR-000019,GST,GST-KA-BLRR-2015-000114,Lakshmi Graphics Solutions,KSPCB,PCB/BLRR/CTO/2019/00066,Lakshmi Graphics Solutions,562114,99,AUTO_LINK,100.0,95.2,100,100,True,auto-link candidate: high name similarity (100.0); similar address/PIN (95.2); strong hashed PAN/GSTIN/Udyam match; same phone number
PAIR-000020,GST,GST-KA-BLRU-2018-000120,Naveen Coatings Co,KSPCB,PCB/BLRU/CTE/2025/00070,Naveen Coatngs Co,560059,99,AUTO_LINK,96.6,100,100,100,True,auto-link candidate: high name similarity (96.6); similar address/PIN (100); strong hashed PAN/GSTIN/Udyam match; same phone number
PAIR-000021,KSPCB,PCB/BLRU/CTE/2025/00070,Naveen Coatngs Co,FACTORY,KFBIS-FAC-BLRU-2020-000077,M/S Naveen Coatings Co,560059,99,AUTO_LINK,96.6,98.3,100,100,True,auto-link candidate: high name similarity (96.6); similar address/PIN (98.3); strong hashed PAN/GSTIN/Udyam match; same phone number
PAIR-000022,GST,GST-KA-TUM-2018-000122,Bangalore Machining Co,FACTORY,KFBIS-FAC-TUM-2025-000079,Bangalore Machining Co,572106,99,AUTO_LINK,100.0,97.4,100,100,True,auto-link candidate: high name similarity (100.0); similar address/PIN (97.4); strong hashed PAN/GSTIN/Udyam match; same phone number
PAIR-000023,BBMP,BBMP-TL-YELA-2022-000101,Siddhi Enterprises,SHOP,KAR-SHOP-BLRU-2020-000170,Siddhi Enteprises,560064,99,AUTO_LINK,97.1,100,100,100,True,auto-link candidate: high name similarity (97.1); similar address/PIN (100); strong hashed PAN/GSTIN/Udyam match; same phone number
PAIR-000024,UDYAM,UDYAM-KR-BLRU-2018-000150,Mysore Health Industries,GST,GST-KA-BLRU-2019-000237,M/S MYSORE HEALTH INDUSTRIES,560064|560068,99,AUTO_LINK,100.0,94.6,100,100,True,auto-link candidate: high name similarity (100.0); similar address/PIN (94.6); strong hashed PAN/GSTIN/Udyam match; same phone number
PAIR-000025,GST,GST-KA-BLRU-2019-000237,M/S MYSORE HEALTH INDUSTRIES,SHOP,KAR-SHOP-BLRU-2019-000201,Mysore Health Industries,560068,99,AUTO_LINK,100.0,97.2,100,100,True,auto-link candidate: high name similarity (100.0); similar address/PIN (97.2); strong hashed PAN/GSTIN/Udyam match; same phone number
PAIR-000026,FACTORY,KFBIS-FAC-BLRU-2023-000004,Naveen Fashions Traders,LABOUR,LAB-KA-BLRU-2020-000004,Naveen Fashions Traders,560076,98,AUTO_LINK,100.0,100,95,100,True,auto-link candidate: high name similarity (100.0); similar address/PIN (100); strong hashed PAN/GSTIN/Udyam match; same phone number
PAIR-000027,SHOP,KAR-SHOP-BLRU-2017-000010,Siddhi Industrial Industries,UDYAM,UDYAM-KR-BLRU-2016-000008,Siddhi Industrial Industries,560100,98,AUTO_LINK,100.0,100,95,100,True,auto-link candidate: high name similarity (100.0); similar address/PIN (100); strong hashed PAN/GSTIN/Udyam match; same phone number
PAIR-000028,KSPCB,PCB/MYS/CTO/2016/00010,M/S Prakruthi Packaging Solutions,GST,GST-KA-MYS-2022-000016,Prakruthi Packaging Solutions,570016,98,AUTO_LINK,100.0,99.9,95,100,True,auto-link candidate: high name similarity (100.0); similar address/PIN (99.9); strong hashed PAN/GSTIN/Udyam match; same phone number
PAIR-000029,UDYAM,UDYAM-KR-BLRU-2018-000013,Bangalore Moulding Associates,KSPCB,PCB/BLRU/CTO/2024/00012,Bangalore Moulding Associates,560043|560068,98,AUTO_LINK,100.0,97.6,95,100,True,auto-link candidate: high name similarity (100.0); similar address/PIN (97.6); strong hashed PAN/GSTIN/Udyam match; same phone number
PAIR-000030,KSPCB,PCB/BLRR/CTE/2019/00024,M/S Veda Stitch LLP,SHOP,KAR-SHOP-BLRR-2017-000044,Veda Stitch LLP,562114,98,AUTO_LINK,100.0,100,95,100,True,auto-link candidate: high name similarity (100.0); similar address/PIN (100); strong hashed PAN/GSTIN/Udyam match; same phone number
PAIR-000031,SHOP,KAR-SHOP-BLRR-2017-000044,Veda Stitch LLP,UDYAM,UDYAM-KR-BLRR-2023-000034,M/S Veda Stitch LLP,562114,98,AUTO_LINK,100.0,100,95,100,True,auto-link candidate: high name similarity (100.0); similar address/PIN (100); strong hashed PAN/GSTIN/Udyam match; same phone number
PAIR-000032,UDYAM,UDYAM-KR-BLRU-2024-000040,SRINIDHI COMPANY,GST,GST-KA-BLRU-2023-000057,Srinidhi Co,560037,98,AUTO_LINK,100.0,98.7,95,100,True,auto-link candidate: high name similarity (100.0); similar address/PIN (98.7); strong hashed PAN/GSTIN/Udyam match; same phone number
PAIR-000033,LABOUR,LAB-KA-BLRU-2018-000049,Navya Printers Traders,FACTORY,KFBIS-FAC-BLRU-2015-000051,Navya Printers Traders,560100,98,AUTO_LINK,100.0,98.1,95,100,True,auto-link candidate: high name similarity (100.0); similar address/PIN (98.1); strong hashed PAN/GSTIN/Udyam match; same phone number
PAIR-000034,UDYAM,UDYAM-KR-BLRU-2021-000054,Sharma Chem LLP,GST,GST-KA-BLRU-2025-000082,Sharma Chem LLP,560085,98,AUTO_LINK,100.0,100,95,100,True,auto-link candidate: high name similarity (100.0); similar address/PIN (100); strong hashed PAN/GSTIN/Udyam match; same phone number
PAIR-000035,GST,GST-KA-BLRU-2020-000090,M/S Sree Clini Industries,BBMP,BBMP-TL-BOMM-2025-000043,M/S Sree Clinic Industries,560102,98,AUTO_LINK,97.7,100,95,100,True,auto-link candidate: high name similarity (97.7); similar address/PIN (100); strong hashed PAN/GSTIN/Udyam match; same phone number
PAIR-000036,UDYAM,UDYAM-KR-BLRR-2017-000071,LAKSHMI GRAPHICS SOLUTIONS,LABOUR,LAB-KA-BLRR-2025-000071,M/S Lakshmi Graphics Solutions,562114,98,AUTO_LINK,100.0,100,95,100,True,auto-link candidate: high name similarity (100.0); similar address/PIN (100); strong hashed PAN/GSTIN/Udyam match; same phone number
PAIR-000037,UDYAM,UDYAM-KR-BLRU-2020-000073,NAVEEN COATINGS CO,GST,GST-KA-BLRU-2018-000120,Naveen Coatings Co,560059,98,AUTO_LINK,100.0,100,95,100,True,auto-link candidate: high name similarity (100.0); similar address/PIN (100); strong hashed PAN/GSTIN/Udyam match; same phone number
PAIR-000038,LABOUR,LAB-KA-BLRU-2019-000091,Sahana Apparels Co,UDYAM,UDYAM-KR-BLRU-2024-000091,Sahana Apparels Co,560037,98,AUTO_LINK,100.0,100,95,100,True,auto-link candidate: high name similarity (100.0); similar address/PIN (100); strong hashed PAN/GSTIN/Udyam match; same phone number
PAIR-000039,GST,GST-KA-BLRU-2022-000150,Sri Foods Company,FACTORY,KFBIS-FAC-BLRU-2024-000094,M/S Sr Foods Company,560100,98,AUTO_LINK,94.1,99.1,100,100,True,auto-link candidate: high name similarity (94.1); similar address/PIN (99.1); strong hashed PAN/GSTIN/Udyam match; same phone number
PAIR-000040,LABOUR,LAB-KA-TUM-2016-000103,Udupi Sstems Traders,UDYAM,UDYAM-KR-TUM-2017-000105,Udupi Systems Traders,572101,98,AUTO_LINK,97.6,100,95,100,True,auto-link candidate: high name similarity (97.6); similar address/PIN (100); strong hashed PAN/GSTIN/Udyam match; same phone number
PAIR-000041,SHOP,KAR-SHOP-BLRU-2023-000166,Sree Pharma Pvt. Ltd.,UDYAM,UDYAM-KR-BLRU-2019-000124,Sree Pharma Pvt Ltd,560068,98,AUTO_LINK,100.0,100,95,100,True,auto-link candidate: high name similarity (100.0); similar address/PIN (100); strong hashed PAN/GSTIN/Udyam match; same phone number
PAIR-000042,UDYAM,UDYAM-KR-BLRU-2019-000124,Sree Pharma Pvt Ltd,GST,GST-KA-BLRU-2025-000200,M/S Sree Pharma Pvt Ltd,560068,98,AUTO_LINK,100.0,98.9,95,100,True,auto-link candidate: high name similarity (100.0); similar address/PIN (98.9); strong hashed PAN/GSTIN/Udyam match; same phone number
PAIR-000043,BBMP,BBMP-TL-BOMM-2022-000105,Sree Print Co,GST,GST-KA-BLRU-2015-000209,M/S Sree Print Co,560102,98,AUTO_LINK,100.0,100,95,100,True,auto-link candidate: high name similarity (100.0); similar address/PIN (100); strong hashed PAN/GSTIN/Udyam match; same phone number
PAIR-000044,GST,GST-KA-BLRU-2015-000209,M/S Sree Print Co,UDYAM,UDYAM-KR-BLRU-2021-000131,M/S Sree Print Co,560102,98,AUTO_LINK,100.0,100,95,100,True,auto-link candidate: high name similarity (100.0); similar address/PIN (100); strong hashed PAN/GSTIN/Udyam match; same phone number
PAIR-000045,UDYAM,UDYAM-KR-BLRU-2021-000131,M/S Sree Print Co,KSPCB,PCB/BLRU/CTE/2022/00119,M/S Sree Print Co,560102,98,AUTO_LINK,100.0,100,95,100,True,auto-link candidate: high name similarity (100.0); similar address/PIN (100); strong hashed PAN/GSTIN/Udyam match; same phone number
PAIR-000046,LABOUR,LAB-KA-BLRU-2022-000136,M/S Aditya Meds Co,GST,GST-KA-BLRU-2025-000225,ADITYA MEDS CO,560024,98,AUTO_LINK,100.0,97.9,95,100,True,auto-link candidate: high name similarity (100.0); similar address/PIN (97.9); strong hashed PAN/GSTIN/Udyam match; same phone number
PAIR-000047,GST,GST-KA-BLRU-2025-000225,ADITYA MEDS CO,BBMP,BBMP-TL-YELA-2025-000115,M/S Aditya Meds Co,560024,98,AUTO_LINK,100.0,100,95,100,True,auto-link candidate: high name similarity (100.0); similar address/PIN (100); strong hashed PAN/GSTIN/Udyam match; same phone number
PAIR-000048,SHOP,KAR-SHOP-MYS-2024-000213,Lakshmi LLP,UDYAM,UDYAM-KR-MYS-2018-000161,Lakshmi LLP,570016,98,AUTO_LINK,100.0,99.3,95,100,True,auto-link candidate: high name similarity (100.0); similar address/PIN (99.3); strong hashed PAN/GSTIN/Udyam match; same phone number
PAIR-000049,LABOUR,LAB-KA-MYS-2016-000002,Deccan Industres,UDYAM,UDYAM-KR-MYS-2023-000003,Deccan Industries,570001,97,AUTO_LINK,97.0,100,95,100,True,auto-link candidate: high name similarity (97.0); similar address/PIN (100); strong hashed PAN/GSTIN/Udyam match; same phone number
PAIR-000050,LABOUR,LAB-KA-BLRU-2020-000004,Naveen Fashions Traders,UDYAM,UDYAM-KR-BLRU-2016-000006,NAVEEN FASHIONS TRADERS,560076,97,AUTO_LINK,100.0,95.2,95,100,True,auto-link candidate: high name similarity (100.0); similar address/PIN (95.2); strong hashed PAN/GSTIN/Udyam match; same phone number
PAIR-000051,GST,GST-KA-BLRU-2023-000057,Srinidhi Co,FACTORY,KFBIS-FAC-BLRU-2022-000033,Srinidhi Company,560037,97,AUTO_LINK,100.0,96.8,95,100,True,auto-link candidate: high name similarity (100.0); similar address/PIN (96.8); strong hashed PAN/GSTIN/Udyam match; same phone number
PAIR-000052,UDYAM,UDYAM-KR-BLRU-2020-000047,M/S Kavei Systems Pvt Ltd,LABOUR,LAB-KA-BLRU-2023-000043,Kaveri Systems Pvt. Ltd.,560102,97,AUTO_LINK,96.3,100,95,100,True,auto-link candidate: high name similarity (96.3); similar address/PIN (100); strong hashed PAN/GSTIN/Udyam match; same phone number
PAIR-000053,GST,GST-KA-BLRU-2025-000245,M/S Udupi Cafe Pvt Ltd,UDYAM,UDYAM-KR-BLRU-2016-000156,Udupi Cafe Pvt Ltd,560102,97,AUTO_LINK,100.0,94.8,95,100,True,auto-link candidate: high name similarity (100.0); similar address/PIN (94.8); strong hashed PAN/GSTIN/Udyam match; same phone number
PAIR-000054,GST,GST-KA-BLRU-2025-000082,Sharma Chem LLP,FACTORY,KFBIS-FAC-BLRU-2018-000055,M/S Sharma Chem LP,560085,96,AUTO_LINK,88.0,100,100,100,True,auto-link candidate: high name similarity (88.0); similar address/PIN (100); strong hashed PAN/GSTIN/Udyam match; same phone number
PAIR-000055,KSPCB,PCB/BLRU/CTE/2025/00049,Naveen Polymers Solutions,GST,GST-KA-BLRU-2015-000083,Naveen Polymers Solutions,560102,96,AUTO_LINK,100.0,92.8,95,100,True,auto-link candidate: high name similarity (100.0); similar address/PIN (92.8); strong hashed PAN/GSTIN/Udyam match; same phone number
PAIR-000056,BBMP,BBMP-TL-YELA-2025-000115,M/S Aditya Meds Co,SHOP,KAR-SHOP-BLRU-2015-000190,Aditya Meds Co,560024|560064,96,AUTO_LINK,100.0,89.7,95,100,True,auto-link candidate: high name similarity (100.0); similar address/PIN (89.7); strong hashed PAN/GSTIN/Udyam match; same phone number
PAIR-000057,SHOP,KAR-SHOP-BLRU-2023-000179,Ananya Cafe Enterprises,GST,GST-KA-BLRU-2021-000213,M/S Ananya Cafe Entp,560058,95,AUTO_LINK,82.1,100,100,100,True,auto-link candidate: high name similarity (82.1); similar address/PIN (100); strong hashed PAN/GSTIN/Udyam match; same phone number
PAIR-000058,GST,GST-KA-BLRU-2018-000227,Ananya Chem Industries,UDYAM,UDYAM-KR-BLRU-2015-000140,Ananya Chem Inds,560059,95,AUTO_LINK,84.2,100,100,100,True,auto-link candidate: high name similarity (84.2); similar address/PIN (100); strong hashed PAN/GSTIN/Udyam match; same phone number
PAIR-000059,SHOP,KAR-SHOP-BLRU-2016-000215,Asha Packaging Enterprises,GST,GST-KA-BLRU-2025-000254,Asha Packaging Entp,560066,95,AUTO_LINK,84.4,100,100,100,True,auto-link candidate: high name similarity (84.4); similar address/PIN (100); strong hashed PAN/GSTIN/Udyam match; same phone number
PAIR-000060,UDYAM,UDYAM-KR-BLRU-2024-000147,Siddhi Works Entp,KSPCB,PCB/BLRU/CTO/2020/00131,Siddhi Works Enterprises,560076,94,AUTO_LINK,82.9,95.0,100,100,True,auto-link candidate: high name similarity (82.9); similar address/PIN (95.0); strong hashed PAN/GSTIN/Udyam match; same phone number
PAIR-000061,UDYAM,UDYAM-KR-TUM-2015-000022,Kaveri Press Enterprises,GST,GST-KA-TUM-2018-000033,Kaveri Press Entp,572101,93,AUTO_LINK,82.9,91.5,100,100,True,auto-link candidate: high name similarity (82.9); similar address/PIN (91.5); strong hashed PAN/GSTIN/Udyam match; same phone number
PAIR-000062,FACTORY,KFBIS-FAC-BLRU-2021-000070,Omkar Agro Company,UDYAM,UDYAM-KR-BLRU-2022-000067,Omkar Agro Company,560068,93,AUTO_LINK,100.0,100,80,100,True,auto-link candidate: high name similarity (100.0); similar address/PIN (100); strong hashed PAN/GSTIN/Udyam match; same phone number
PAIR-000063,UDYAM,UDYAM-KR-BLRU-2024-000091,Sahana Apparels Co,SHOP,KAR-SHOP-BLRU-2016-000127,Sahan Apparels Co,560037,92,AUTO_LINK,96.6,100,80,100,True,auto-link candidate: high name similarity (96.6); similar address/PIN (100); strong hashed PAN/GSTIN/Udyam match; same phone number
PAIR-000064,UDYAM,UDYAM-KR-BLRU-2017-000154,Omkar Health Enterprises,GST,GST-KA-BLRU-2024-000243,M/S Omkar Healt Entp,560064,92,AUTO_LINK,80.0,100,95,100,True,auto-link candidate: high name similarity (80.0); similar address/PIN (100); strong hashed PAN/GSTIN/Udyam match; same phone number
PAIR-000065,SHOP,KAR-SHOP-BLRU-2015-000012,Mysore Mold Solutions,GST,GST-KA-BLRU-2022-000013,MYSORE MOLD SOLUTIONS,560066,90,AUTO_LINK,100.0,100,100,0,True,auto-link candidate: high name similarity (100.0); similar address/PIN (100); strong hashed PAN/GSTIN/Udyam match
PAIR-000066,BBMP,BBMP-TL-MAHA-2015-000007,Mysore Mold Solutions,UDYAM,UDYAM-KR-BLRU-2018-000010,MYSORE MOLD SOLUTIONS,560066,90,AUTO_LINK,100.0,100,100,0,True,auto-link candidate: high name similarity (100.0); similar address/PIN (100); strong hashed PAN/GSTIN/Udyam match
PAIR-000067,LABOUR,LAB-KA-MYS-2024-000010,Ravi Plastics Works,FACTORY,KFBIS-FAC-MYS-2023-000010,Ravi Plastics Works,570016,90,AUTO_LINK,100.0,100,100,0,True,auto-link candidate: high name similarity (100.0); similar address/PIN (100); strong hashed PAN/GSTIN/Udyam match
PAIR-000068,GST,GST-KA-BLRU-2017-000017,Sri Devices Solutions,UDYAM,UDYAM-KR-BLRU-2025-000012,Sri Devices Solutions,560102,90,AUTO_LINK,100.0,100,100,0,True,auto-link candidate: high name similarity (100.0); similar address/PIN (100); strong hashed PAN/GSTIN/Udyam match
PAIR-000069,SHOP,KAR-SHOP-BLRU-2025-000015,Sri Devices Solutions,LABOUR,LAB-KA-BLRU-2024-000011,Sri Devices Solutions,560102,90,AUTO_LINK,100.0,100,100,0,True,auto-link candidate: high name similarity (100.0); similar address/PIN (100); strong hashed PAN/GSTIN/Udyam match
PAIR-000070,SHOP,KAR-SHOP-BLRR-2022-000022,Omkar LLP,GST,GST-KA-BLRR-2019-000024,OMKAR LLP,561203,90,AUTO_LINK,100.0,100,100,0,True,auto-link candidate: high name similarity (100.0); similar address/PIN (100); strong hashed PAN/GSTIN/Udyam match
PAIR-000071,KSPCB,PCB/BLRU/CTO/2020/00015,Nisarga Industrial Co,FACTORY,KFBIS-FAC-BLRU-2022-000019,Nisarga Industrial Co,560024,90,AUTO_LINK,100.0,100,100,0,True,auto-link candidate: high name similarity (100.0); similar address/PIN (100); strong hashed PAN/GSTIN/Udyam match
PAIR-000072,GST,GST-KA-BLRU-2025-000039,Ananya Print Works,SHOP,KAR-SHOP-BLRU-2025-000035,Ananya Print Works,560102,90,AUTO_LINK,100.0,100,100,0,True,auto-link candidate: high name similarity (100.0); similar address/PIN (100); strong hashed PAN/GSTIN/Udyam match
PAIR-000073,LABOUR,LAB-KA-BLRU-2024-000027,Harsha Packaging Enterprises,KSPCB,PCB/BLRU/CTO/2017/00020,Harsha Packaging Enterprises,560059,90,AUTO_LINK,100.0,100,100,0,True,auto-link candidate: high name similarity (100.0); similar address/PIN (100); strong hashed PAN/GSTIN/Udyam match
PAIR-000074,UDYAM,UDYAM-KR-BLRU-2017-000036,VEDA DEVICES CO,GST,GST-KA-BLRU-2021-000051,M/S Veda Devices Co,560034,90,AUTO_LINK,100.0,100,100,0,True,auto-link candidate: high name similarity (100.0); similar address/PIN (100); strong hashed PAN/GSTIN/Udyam match
PAIR-000075,KSPCB,PCB/TUM/CTE/2023/00033,Bangalore Coatings Co,FACTORY,KFBIS-FAC-TUM-2016-000036,M/S Bangalore Coatings Co,572106,90,AUTO_LINK,100.0,98.4,100,0,True,auto-link candidate: high name similarity (100.0); similar address/PIN (98.4); strong hashed PAN/GSTIN/Udyam match
PAIR-000076,GST,GST-KA-BLRR-2017-000059,Aditya Medical Pvt. Ltd.,BBMP,BBMP-TL-BENG-2023-000025,M/S Aditya Medical Pvt Ltd,562114,90,AUTO_LINK,100.0,100,100,0,True,auto-link candidate: high name similarity (100.0); similar address/PIN (100); strong hashed PAN/GSTIN/Udyam match
PAIR-000077,GST,GST-KA-MYS-2019-000066,Bangalore Works,FACTORY,KFBIS-FAC-MYS-2023-000043,M/S Bangalore Works,570016,90,AUTO_LINK,100.0,100,100,0,True,auto-link candidate: high name similarity (100.0); similar address/PIN (100); strong hashed PAN/GSTIN/Udyam match
PAIR-000078,FACTORY,KFBIS-FAC-MYS-2024-000048,Ananya Devices Solutions,GST,GST-KA-MYS-2017-000072,M/S Ananya Devices Solutions,570016,90,AUTO_LINK,100.0,100,100,0,True,auto-link candidate: high name similarity (100.0); similar address/PIN (100); strong hashed PAN/GSTIN/Udyam match
PAIR-000079,BBMP,BBMP-TL-SOUT-2024-000035,M/S Ananya Labs Pvt Ltd,FACTORY,KFBIS-FAC-BLRU-2017-000049,M/S Ananya Labs Pvt Ltd,560085,90,AUTO_LINK,100.0,100,100,0,True,auto-link candidate: high name similarity (100.0); similar address/PIN (100); strong hashed PAN/GSTIN/Udyam match
PAIR-000080,GST,GST-KA-BLRR-2018-000073,Mysore Cargo Solutions,SHOP,KAR-SHOP-BLRR-2019-000069,Mysore Cargo Solutions,562114,90,AUTO_LINK,100.0,99.7,100,0,True,auto-link candidate: high name similarity (100.0); similar address/PIN (99.7); strong hashed PAN/GSTIN/Udyam match
PAIR-000081,LABOUR,LAB-KA-BLRU-2018-000048,Aditya Garments Industries,GST,GST-KA-BLRU-2024-000077,ADITYA GARMENTS INDUSTRIES,560064,90,AUTO_LINK,100.0,100,100,0,True,auto-link candidate: high name similarity (100.0); similar address/PIN (100); strong hashed PAN/GSTIN/Udyam match
PAIR-000082,LABOUR,LAB-KA-BLRU-2020-000066,M/S Aarohi Bakery Industries,GST,GST-KA-BLRU-2015-000102,Aarohi Bakery Industries,560064,90,AUTO_LINK,100.0,100,100,0,True,auto-link candidate: high name similarity (100.0); similar address/PIN (100); strong hashed PAN/GSTIN/Udyam match
PAIR-000083,UDYAM,UDYAM-KR-MYS-2016-000068,M/S NISARGA PACKAGING TRADERS,KSPCB,PCB/MYS/CTE/2025/00063,Nisarga Packaging Traders,570001,90,AUTO_LINK,100.0,100,100,0,True,auto-link candidate: high name similarity (100.0); similar address/PIN (100); strong hashed PAN/GSTIN/Udyam match
PAIR-000084,KSPCB,PCB/MYS/CTE/2025/00063,Nisarga Packaging Traders,FACTORY,KFBIS-FAC-MYS-2025-000071,Nisarga Packaging Traders,570001,90,AUTO_LINK,100.0,100,100,0,True,auto-link candidate: high name similarity (100.0); similar address/PIN (100); strong hashed PAN/GSTIN/Udyam match
PAIR-000085,FACTORY,KFBIS-FAC-MYS-2025-000071,Nisarga Packaging Traders,LABOUR,LAB-KA-MYS-2022-000067,Nisarga Packaging Traders,570001,90,AUTO_LINK,100.0,100,100,0,True,auto-link candidate: high name similarity (100.0); similar address/PIN (100); strong hashed PAN/GSTIN/Udyam match
