ubid,source_system,source_record_id,link_type,link_confidence,linked_at,entity_id_ground_truth
KA-MYS-570016-000022,KSPCB,PCB/MYS/CTE/2021/00011,AUTO_LINK,99,2026-04-25,ENT-00022
KA-MYS-570016-000022,LABOUR,LAB-KA-MYS-2024-000010,AUTO_LINK,99,2026-04-10,ENT-00022
KA-MYS-570016-000022,SHOP,KAR-SHOP-MYS-2015-000014,AUTO_LINK,99,2026-05-03,ENT-00022
KA-BLRU-560102-000023,BBMP,BBMP-TL-BOMM-2019-000008,AUTO_LINK,99,2026-03-20,ENT-00023
KA-BLRU-560102-000023,FACTORY,KFBIS-FAC-BLRU-2021-000011,AUTO_LINK,99,2026-03-25,ENT-00023
KA-BLRU-560102-000023,GST,GST-KA-BLRU-2017-000017,AUTO_LINK,99,2026-04-02,ENT-00023
KA-BLRU-560102-000023,LABOUR,LAB-KA-BLRU-2024-000011,AUTO_LINK,99,2026-05-02,ENT-00023
KA-BLRU-560102-000023,SHOP,KAR-SHOP-BLRU-2025-000015,AUTO_LINK,99,2026-04-01,ENT-00023
KA-BLRU-560102-000023,UDYAM,UDYAM-KR-BLRU-2025-000012,AUTO_LINK,99,2026-04-27,ENT-00023
KA-BLRU-560085-000024,GST,GST-KA-BLRU-2018-000018,AUTO_LINK,89,2026-03-31,ENT-00024
KA-BLRU-560085-000024,LABOUR,LAB-KA-BLRU-2015-000012,AUTO_LINK,89,2026-04-29,ENT-00024
KA-BLRU-560085-000024,SHOP,KAR-SHOP-BLRU-2018-000016,AUTO_LINK,89,2026-03-26,ENT-00024
KA-BLRU-560059-000025,BBMP,BBMP-TL-WEST-2020-000009,AUTO_LINK,99,2026-04-08,ENT-00025
KA-BLRU-560059-000025,FACTORY,KFBIS-FAC-BLRU-2025-000012,AUTO_LINK,99,2026-03-23,ENT-00025
KA-BLRU-560059-000025,LABOUR,LAB-KA-BLRU-2016-000013,AUTO_LINK,99,2026-03-24,ENT-00025
KA-BLRU-560059-000025,SHOP,KAR-SHOP-BLRU-2022-000017,AUTO_LINK,99,2026-04-09,ENT-00025
KA-BLRU-560068-000026,FACTORY,KFBIS-FAC-BLRU-2025-000013,AUTO_LINK,99,2026-04-02,ENT-00026
KA-BLRU-560068-000026,GST,GST-KA-BLRU-2023-000019,AUTO_LINK,99,2026-04-29,ENT-00026
KA-BLRU-560068-000026,KSPCB,PCB/BLRU/CTO/2024/00012,AUTO_LINK,99,2026-04-18,ENT-00026
KA-BLRU-560068-000026,LABOUR,LAB-KA-BLRU-2024-000014,AUTO_LINK,99,2026-04-18,ENT-00026
KA-BLRU-560068-000026,SHOP,KAR-SHOP-BLRU-2022-000018,AUTO_LINK,99,2026-05-02,ENT-00026
KA-BLRU-560068-000026,UDYAM,UDYAM-KR-BLRU-2018-000013,AUTO_LINK,99,2026-03-20,ENT-00026
KA-BLRU-560059-000027,FACTORY,KFBIS-FAC-BLRU-2016-000014,HUMAN_APPROVED,84,2026-05-01,ENT-00027
KA-BLRU-560059-000027,GST,GST-KA-BLRU-2017-000020,HUMAN_APPROVED,84,2026-04-29,ENT-00027
KA-MYS-570016-000028,BBMP,BBMP-TL-NORT-2025-000010,HUMAN_APPROVED,72,2026-04-29,ENT-00028
KA-MYS-570016-000028,SHOP,KAR-SHOP-MYS-2025-000019,HUMAN_APPROVED,72,2026-04-30,ENT-00028
KA-BLRU-560064-000029,FACTORY,KFBIS-FAC-BLRU-2019-000015,AUTO_LINK,99,2026-04-01,ENT-00029
KA-BLRU-560064-000029,GST,GST-KA-BLRU-2025-000021,AUTO_LINK,99,2026-04-28,ENT-00029
KA-BLRU-560064-000029,UDYAM,UDYAM-KR-BLRU-2019-000014,AUTO_LINK,99,2026-04-17,ENT-00029
KA-BLRR-562110-000030,FACTORY,KFBIS-FAC-BLRR-2022-000016,AUTO_LINK,99,2026-03-28,ENT-00030
KA-BLRR-562110-000030,GST,GST-KA-BLRR-2020-000022,AUTO_LINK,99,2026-04-11,ENT-00030
KA-BLRR-562110-000030,LABOUR,LAB-KA-BLRR-2018-000015,AUTO_LINK,99,2026-04-09,ENT-00030
KA-BLRR-562110-000030,SHOP,KAR-SHOP-BLRR-2017-000020,AUTO_LINK,99,2026-05-04,ENT-00030
KA-BLRR-562110-000030,UDYAM,UDYAM-KR-BLRR-2019-000015,AUTO_LINK,99,2026-04-19,ENT-00030
KA-BLRU-560102-000031,FACTORY,KFBIS-FAC-BLRU-2015-000017,AUTO_LINK,99,2026-03-29,ENT-00031
KA-BLRU-560102-000031,GST,GST-KA-BLRU-2016-000023,AUTO_LINK,99,2026-03-31,ENT-00031
KA-BLRU-560102-000031,KSPCB,PCB/BLRU/CTE/2018/00013,AUTO_LINK,99,2026-04-11,ENT-00031
KA-BLRU-560102-000031,LABOUR,LAB-KA-BLRU-2025-000016,AUTO_LINK,99,2026-04-12,ENT-00031
KA-BLRU-560102-000031,SHOP,KAR-SHOP-BLRU-2016-000021,AUTO_LINK,99,2026-04-07,ENT-00031
KA-BLRU-560102-000031,UDYAM,UDYAM-KR-BLRU-2023-000016,AUTO_LINK,99,2026-04-07,ENT-00031
KA-BLRR-561203-000032,GST,GST-KA-BLRR-2019-000024,AUTO_LINK,99,2026-04-11,ENT-00032
KA-BLRR-561203-000032,LABOUR,LAB-KA-BLRR-2021-000017,AUTO_LINK,99,2026-03-25,ENT-00032
KA-BLRR-561203-000032,SHOP,KAR-SHOP-BLRR-2022-000022,AUTO_LINK,99,2026-04-14,ENT-00032
KA-MYS-570018-000033,GST,GST-KA-MYS-2015-000025,AUTO_LINK,99,2026-03-20,ENT-00033
KA-MYS-570018-000033,LABOUR,LAB-KA-MYS-2021-000018,AUTO_LINK,99,2026-03-31,ENT-00033
KA-MYS-570018-000033,SHOP,KAR-SHOP-MYS-2021-000023,AUTO_LINK,99,2026-03-28,ENT-00033
KA-MYS-570018-000033,UDYAM,UDYAM-KR-MYS-2017-000017,AUTO_LINK,99,2026-04-29,ENT-00033
KA-BLRU-560085-000034,GST,GST-KA-BLRU-2018-000026,AUTO_LINK,96,2026-04-27,ENT-00034
KA-BLRU-560085-000034,UDYAM,UDYAM-KR-BLRU-2019-000018,AUTO_LINK,96,2026-04-26,ENT-00034
KA-BLRU-560102-000035,GST,GST-KA-BLRU-2024-000027,HUMAN_APPROVED,82,2026-04-12,ENT-00035
KA-BLRU-560102-000035,KSPCB,PCB/BLRU/CTO/2020/00014,HUMAN_APPROVED,82,2026-03-29,ENT-00035
KA-BLRU-560102-000035,SHOP,KAR-SHOP-BLRU-2022-000024,HUMAN_APPROVED,82,2026-04-21,ENT-00035
KA-BLRU-560102-000035,UDYAM,UDYAM-KR-BLRU-2025-000019,HUMAN_APPROVED,82,2026-04-18,ENT-00035
KA-TUM-572101-000036,GST,GST-KA-TUM-2015-000028,AUTO_LINK,96,2026-04-23,ENT-00036
KA-TUM-572101-000036,LABOUR,LAB-KA-TUM-2020-000019,AUTO_LINK,96,2026-04-22,ENT-00036
KA-BLRR-562114-000037,FACTORY,KFBIS-FAC-BLRR-2025-000018,AUTO_LINK,99,2026-04-26,ENT-00037
KA-BLRR-562114-000037,GST,GST-KA-BLRR-2024-000029,AUTO_LINK,99,2026-04-22,ENT-00037
KA-BLRR-562114-000037,SHOP,KAR-SHOP-BLRR-2024-000025,AUTO_LINK,99,2026-04-18,ENT-00037
KA-BLRU-560085-000038,GST,GST-KA-BLRU-2021-000030,AUTO_LINK,99,2026-04-26,ENT-00038
KA-BLRU-560085-000038,SHOP,KAR-SHOP-BLRU-2018-000026,AUTO_LINK,99,2026-04-23,ENT-00038
KA-BLRU-560085-000038,UDYAM,UDYAM-KR-BLRU-2025-000020,AUTO_LINK,99,2026-04-21,ENT-00038
KA-BLRU-560024-000039,FACTORY,KFBIS-FAC-BLRU-2022-000019,AUTO_LINK,96,2026-05-02,ENT-00039
KA-BLRU-560024-000039,KSPCB,PCB/BLRU/CTO/2020/00015,AUTO_LINK,96,2026-04-10,ENT-00039
KA-BLRU-560068-000040,BBMP,BBMP-TL-SOUT-2016-000011,HUMAN_APPROVED,82,2026-03-31,ENT-00040
KA-BLRU-560068-000040,GST,GST-KA-BLRU-2018-000031,HUMAN_APPROVED,82,2026-04-16,ENT-00040
KA-BLRU-560068-000040,LABOUR,LAB-KA-BLRU-2015-000020,HUMAN_APPROVED,82,2026-04-27,ENT-00040
KA-BLRU-560068-000040,SHOP,KAR-SHOP-BLRU-2016-000027,HUMAN_APPROVED,82,2026-05-02,ENT-00040
KA-BLRU-560085-000041,BBMP,BBMP-TL-SOUT-2019-000012,HUMAN_APPROVED,84,2026-04-10,ENT-00041
KA-BLRU-560085-000041,SHOP,KAR-SHOP-BLRU-2018-000028,HUMAN_APPROVED,84,2026-03-23,ENT-00041
KA-MYS-570016-000042,BBMP,BBMP-TL-NORT-2025-000013,AUTO_LINK,99,2026-04-27,ENT-00042
KA-MYS-570016-000042,GST,GST-KA-MYS-2023-000032,AUTO_LINK,99,2026-04-09,ENT-00042
KA-MYS-570016-000042,LABOUR,LAB-KA-MYS-2015-000021,AUTO_LINK,99,2026-04-29,ENT-00042
KA-MYS-570016-000042,SHOP,KAR-SHOP-MYS-2025-000029,AUTO_LINK,99,2026-04-15,ENT-00042
KA-MYS-570016-000042,UDYAM,UDYAM-KR-MYS-2021-000021,AUTO_LINK,99,2026-04-27,ENT-00042
KA-TUM-572101-000043,GST,GST-KA-TUM-2018-000033,AUTO_LINK,99,2026-04-10,ENT-00043
KA-TUM-572101-000043,SHOP,KAR-SHOP-TUM-2024-000030,AUTO_LINK,99,2026-04-28,ENT-00043
KA-TUM-572101-000043,UDYAM,UDYAM-KR-TUM-2015-000022,AUTO_LINK,99,2026-04-30,ENT-00043
KA-MYS-570016-000044,BBMP,BBMP-TL-NORT-2020-000014,HUMAN_APPROVED,77,2026-04-21,ENT-00044
KA-MYS-570016-000044,GST,GST-KA-MYS-2024-000034,HUMAN_APPROVED,77,2026-03-23,ENT-00044
KA-MYS-570016-000044,UDYAM,UDYAM-KR-MYS-2017-000023,HUMAN_APPROVED,77,2026-03-21,ENT-00044
KA-TUM-572106-000045,BBMP,BBMP-TL-TUMA-2019-000015,AUTO_LINK,97,2026-04-28,ENT-00045
KA-TUM-572106-000045,FACTORY,KFBIS-FAC-TUM-2018-000020,AUTO_LINK,97,2026-04-25,ENT-00045
KA-TUM-572106-000045,GST,GST-KA-TUM-2019-000035,AUTO_LINK,97,2026-03-25,ENT-00045
KA-TUM-572106-000045,KSPCB,PCB/TUM/CTE/2016/00016,AUTO_LINK,97,2026-03-23,ENT-00045
KA-TUM-572106-000045,LABOUR,LAB-KA-TUM-2015-000022,AUTO_LINK,97,2026-04-18,ENT-00045
KA-TUM-572106-000045,SHOP,KAR-SHOP-TUM-2017-000031,AUTO_LINK,97,2026-04-03,ENT-00045
KA-TUM-572106-000045,UDYAM,UDYAM-KR-TUM-2025-000024,AUTO_LINK,97,2026-04-15,ENT-00045
KA-BLRU-560043-000046,GST,GST-KA-BLRU-2018-000036,AUTO_LINK,99,2026-04-13,ENT-00046
KA-BLRU-560043-000046,SHOP,KAR-SHOP-BLRU-2023-000032,AUTO_LINK,99,2026-04-03,ENT-00046
KA-BLRU-560043-000046,UDYAM,UDYAM-KR-BLRU-2018-000025,AUTO_LINK,99,2026-04-18,ENT-00046
KA-BLRU-560100-000047,FACTORY,KFBIS-FAC-BLRU-2024-000021,AUTO_LINK,99,2026-03-31,ENT-00047
KA-BLRU-560100-000047,GST,GST-KA-BLRU-2024-000037,AUTO_LINK,99,2026-04-09,ENT-00047
KA-BLRU-560100-000047,KSPCB,PCB/BLRU/CTE/2016/00017,AUTO_LINK,99,2026-04-27,ENT-00047
KA-BLRU-560100-000047,LABOUR,LAB-KA-BLRU-2022-000023,AUTO_LINK,99,2026-03-31,ENT-00047
KA-TUM-572106-000048,BBMP,BBMP-TL-TUMA-2021-000016,HUMAN_APPROVED,84,2026-04-06,ENT-00048
KA-TUM-572106-000048,SHOP,KAR-SHOP-TUM-2017-000033,HUMAN_APPROVED,84,2026-04-25,ENT-00048
KA-BLRU-560043-000049,FACTORY,KFBIS-FAC-BLRU-2016-000022,AUTO_LINK,99,2026-04-10,ENT-00049
KA-BLRU-560043-000049,GST,GST-KA-BLRU-2017-000038,AUTO_LINK,99,2026-04-19,ENT-00049
KA-BLRU-560043-000049,KSPCB,PCB/BLRU/CTE/2024/00018,AUTO_LINK,99,2026-03-31,ENT-00049
KA-BLRU-560043-000049,LABOUR,LAB-KA-BLRU-2024-000024,AUTO_LINK,99,2026-03-26,ENT-00049
KA-BLRU-560043-000049,SHOP,KAR-SHOP-BLRU-2021-000034,AUTO_LINK,99,2026-03-31,ENT-00049
KA-BLRU-560043-000049,UDYAM,UDYAM-KR-BLRU-2022-000026,AUTO_LINK,99,2026-05-02,ENT-00049
KA-BLRU-560102-000050,GST,GST-KA-BLRU-2025-000039,AUTO_LINK,99,2026-04-25,ENT-00050
KA-BLRU-560102-000050,SHOP,KAR-SHOP-BLRU-2025-000035,AUTO_LINK,99,2026-04-18,ENT-00050
KA-BLRU-560102-000050,UDYAM,UDYAM-KR-BLRU-2019-000027,AUTO_LINK,99,2026-03-24,ENT-00050
KA-BLRU-560076-000051,GST,GST-KA-BLRU-2021-000040,AUTO_LINK,87,2026-04-11,ENT-00051
KA-BLRU-560076-000051,KSPCB,PCB/BLRU/CTO/2021/00019,AUTO_LINK,87,2026-04-22,ENT-00051
KA-BLRU-560076-000051,LABOUR,LAB-KA-BLRU-2023-000025,AUTO_LINK,87,2026-04-17,ENT-00051
KA-BLRU-560076-000051,SHOP,KAR-SHOP-BLRU-2025-000036,AUTO_LINK,87,2026-04-25,ENT-00051
KA-BLRU-560076-000051,UDYAM,UDYAM-KR-BLRU-2025-000028,AUTO_LINK,87,2026-03-23,ENT-00051
KA-BLRU-560043-000052,GST,GST-KA-BLRU-2020-000041,AUTO_LINK,94,2026-04-12,ENT-00052
KA-BLRU-560043-000052,LABOUR,LAB-KA-BLRU-2023-000026,AUTO_LINK,94,2026-03-30,ENT-00052
KA-BLRU-560043-000052,SHOP,KAR-SHOP-BLRU-2019-000037,AUTO_LINK,94,2026-04-25,ENT-00052
KA-BLRU-560043-000052,UDYAM,UDYAM-KR-BLRU-2018-000029,AUTO_LINK,94,2026-04-26,ENT-00052
KA-BLRU-560059-000053,FACTORY,KFBIS-FAC-BLRU-2015-000023,AUTO_LINK,99,2026-04-12,ENT-00053
KA-BLRU-560059-000053,KSPCB,PCB/BLRU/CTO/2017/00020,AUTO_LINK,99,2026-04-09,ENT-00053
KA-BLRU-560059-000053,LABOUR,LAB-KA-BLRU-2024-000027,AUTO_LINK,99,2026-04-06,ENT-00053
KA-BLRU-560059-000053,SHOP,KAR-SHOP-BLRU-2021-000038,AUTO_LINK,99,2026-04-16,ENT-00053
KA-BLRU-560059-000053,UDYAM,UDYAM-KR-BLRU-2016-000030,AUTO_LINK,99,2026-05-04,ENT-00053
KA-BLRU-560037-000054,GST,GST-KA-BLRU-2020-000042,AUTO_LINK,94,2026-04-12,ENT-00054
KA-BLRU-560037-000054,KSPCB,PCB/BLRU/CTE/2018/00021,AUTO_LINK,94,2026-03-23,ENT-00054
KA-BLRU-560037-000054,SHOP,KAR-SHOP-BLRU-2022-000039,AUTO_LINK,94,2026-04-17,ENT-00054
KA-BLRU-560037-000054,UDYAM,UDYAM-KR-BLRU-2021-000031,AUTO_LINK,94,2026-03-27,ENT-00054
KA-BLRU-560059-000055,FACTORY,KFBIS-FAC-BLRU-2019-000024,AUTO_LINK,99,2026-03-29,ENT-00055
KA-BLRU-560059-000055,GST,GST-KA-BLRU-2016-000043,AUTO_LINK,99,2026-05-01,ENT-00055
KA-BLRU-560059-000055,KSPCB,PCB/BLRU/CTO/2018/00022,AUTO_LINK,99,2026-04-11,ENT-00055
KA-BLRU-560059-000055,LABOUR,LAB-KA-BLRU-2025-000028,AUTO_LINK,99,2026-03-28,ENT-00055
KA-BLRU-560059-000055,SHOP,KAR-SHOP-BLRU-2022-000040,AUTO_LINK,99,2026-04-30,ENT-00055
KA-BLRU-560078-000056,BBMP,BBMP-TL-SOUT-2019-000017,AUTO_LINK,89,2026-05-01,ENT-00056
KA-BLRU-560078-000056,GST,GST-KA-BLRU-2016-000044,AUTO_LINK,89,2026-05-01,ENT-00056
KA-BLRU-560078-000056,SHOP,KAR-SHOP-BLRU-2015-000041,AUTO_LINK,89,2026-03-24,ENT-00056
KA-MYS-570016-000057,FACTORY,KFBIS-FAC-MYS-2018-000025,AUTO_LINK,99,2026-03-28,ENT-00057
KA-MYS-570016-000057,GST,GST-KA-MYS-2023-000045,AUTO_LINK,99,2026-04-14,ENT-00057
KA-MYS-570016-000057,SHOP,KAR-SHOP-MYS-2016-000042,AUTO_LINK,99,2026-04-10,ENT-00057
KA-MYS-570016-000057,UDYAM,UDYAM-KR-MYS-2024-000032,AUTO_LINK,99,2026-04-23,ENT-00057
KA-BLRU-560043-000058,GST,GST-KA-BLRU-2015-000046,AUTO_LINK,99,2026-04-16,ENT-00058
KA-BLRU-560043-000058,KSPCB,PCB/BLRU/CTO/2017/00023,AUTO_LINK,99,2026-04-24,ENT-00058
KA-BLRU-560043-000058,LABOUR,LAB-KA-BLRU-2021-000029,AUTO_LINK,99,2026-04-30,ENT-00058
KA-BLRU-560043-000058,SHOP,KAR-SHOP-BLRU-2019-000043,AUTO_LINK,99,2026-03-24,ENT-00058
KA-BLRU-560043-000058,UDYAM,UDYAM-KR-BLRU-2018-000033,AUTO_LINK,99,2026-03-30,ENT-00058
KA-MYS-570018-000059,BBMP,BBMP-TL-SOUT-2020-000018,HUMAN_APPROVED,77,2026-03-29,ENT-00059
KA-MYS-570018-000059,FACTORY,KFBIS-FAC-MYS-2019-000026,HUMAN_APPROVED,77,2026-03-25,ENT-00059
KA-MYS-570018-000059,GST,GST-KA-MYS-2024-000047,HUMAN_APPROVED,77,2026-04-21,ENT-00059
KA-BLRR-562114-000060,BBMP,BBMP-TL-BENG-2016-000019,AUTO_LINK,99,2026-04-02,ENT-00060
