candidate_pair_id,left_source_system,left_record_id,left_business_name,right_source_system,right_record_id,right_business_name,pin_code,match_score,decision,name_score,address_score,identifier_score,phone_score,same_entity_ground_truth,explanation
PAIR-000935,LABOUR,LAB-KA-BLRU-2016-000003,Siddhi Cafe Industries,UDYAM,UDYAM-KR-BLRU-2018-000004,Siddhi Cafe Inds,560100,58,NO_MATCH,84.2,97.9,25,0,True,reject/no-match candidate: high name similarity (84.2); similar address/PIN (97.9)
PAIR-000936,GST,GST-KA-TUM-2020-000076,SHARMA CNC ENTERPRISES,SHOP,KAR-SHOP-TUM-2021-000071,Sharma CNC Entp,572106,58,NO_MATCH,81.1,98.3,25,0,True,reject/no-match candidate: high name similarity (81.1); similar address/PIN (98.3)
PAIR-000937,SHOP,KAR-SHOP-TUM-2021-000071,Sharma CNC Entp,KSPCB,PCB/TUM/CTE/2023/00044,M/S Sharma CNC Enterprises,572106,58,NO_MATCH,81.1,100,25,0,True,reject/no-match candidate: high name similarity (81.1); similar address/PIN (100)
PAIR-000938,FACTORY,KFBIS-FAC-BLRU-2023-000053,Mysore Fashions Entp,LABOUR,LAB-KA-BLRU-2025-000052,M/S Mysore Fashions Enterprises,560064,58,NO_MATCH,85.1,95.2,25,0,True,reject/no-match candidate: high name similarity (85.1); similar address/PIN (95.2)
PAIR-000939,SHOP,KAR-SHOP-BLRU-2019-000157,Kaveri Components Enterprises,UDYAM,UDYAM-KR-BLRU-2024-000117,M/S KAVERI COMPONENTS ENTP,560078,58,NO_MATCH,86.3,94.9,25,0,True,reject/no-match candidate: high name similarity (86.3); similar address/PIN (94.9)
PAIR-000940,UDYAM,UDYAM-KR-BLRU-2024-000117,M/S KAVERI COMPONENTS ENTP,KSPCB,PCB/BLRU/CTO/2017/00102,M/S Kaveri Components Enterprises,560078,58,NO_MATCH,86.3,91.6,25,0,True,reject/no-match candidate: high name similarity (86.3); similar address/PIN (91.6)
PAIR-000941,FACTORY,KFBIS-FAC-BLRU-2015-000136,Bangalore Industries LLP,UDYAM,UDYAM-KR-BLRU-2018-000157,Bangalore Inds LLP,560066,58,NO_MATCH,82.4,100,25,0,True,reject/no-match candidate: high name similarity (82.4); similar address/PIN (100)
PAIR-000942,LABOUR,LAB-KA-MYS-2024-000039,Prakruthi Packaging Solutions,KSPCB,PCB/MYS/CTO/2016/00010,M/S Prakruthi Packaging Solutions,570016,58,NO_MATCH,100.0,76.0,25,0,False,reject/no-match candidate: high name similarity (100.0); similar address/PIN (76.0)
PAIR-000943,LABOUR,LAB-KA-BLRU-2025-000016,Mysore Enterprises,SHOP,KAR-SHOP-BLRU-2016-000021,M/S Mysore Entp,560102,57,NO_MATCH,75.9,100,25,0,True,reject/no-match candidate: medium name similarity (75.9); similar address/PIN (100)
PAIR-000944,SHOP,KAR-SHOP-BLRU-2016-000021,M/S Mysore Entp,KSPCB,PCB/BLRU/CTE/2018/00013,Mysore Enterprises,560102,57,NO_MATCH,75.9,100,25,0,True,reject/no-match candidate: medium name similarity (75.9); similar address/PIN (100)
PAIR-000945,SHOP,KAR-SHOP-MYS-2015-000073,M/S Harsha Industries,LABOUR,LAB-KA-MYS-2024-000051,Harsha Inds,570001,57,NO_MATCH,78.6,100,25,0,True,reject/no-match candidate: medium name similarity (78.6); similar address/PIN (100)
PAIR-000946,LABOUR,LAB-KA-MYS-2024-000051,Harsha Inds,UDYAM,UDYAM-KR-MYS-2018-000052,Harsha Industries,570001,57,NO_MATCH,78.6,100,25,0,True,reject/no-match candidate: medium name similarity (78.6); similar address/PIN (100)
PAIR-000947,SHOP,KAR-SHOP-BLRR-2017-000088,Sri Kitchen Entp,GST,GST-KA-BLRR-2022-000098,Sri Kitchen Enterprises,562114,57,NO_MATCH,82.1,93.2,25,0,True,reject/no-match candidate: high name similarity (82.1); similar address/PIN (93.2)
PAIR-000948,SHOP,KAR-SHOP-BLRU-2017-000131,Meghana Moulding Indstries,FACTORY,KFBIS-FAC-BLRU-2015-000093,Meghana Moulding Inds,560058,57,NO_MATCH,89.4,86.5,25,0,True,reject/no-match candidate: high name similarity (89.4); similar address/PIN (86.5)
PAIR-000949,UDYAM,UDYAM-KR-BLRU-2018-000157,Bangalore Inds LLP,KSPCB,PCB/BLRU/CTE/2023/00140,M/S Bangalore Industries LLP,560066,57,NO_MATCH,82.4,95.7,25,0,True,reject/no-match candidate: high name similarity (82.4); similar address/PIN (95.7)
PAIR-000950,KSPCB,PCB/MYS/CTE/2023/00035,Prakruthi Packaging Solutions,GST,GST-KA-MYS-2022-000016,Prakruthi Packaging Solutions,570016,57,NO_MATCH,100.0,74.8,25,0,False,reject/no-match candidate: high name similarity (100.0)
PAIR-000951,LABOUR,LAB-KA-BLRU-2023-000025,Varun Entp,UDYAM,UDYAM-KR-BLRU-2025-000028,Varun Enterprises,560076,56,NO_MATCH,74.1,100,25,0,True,reject/no-match candidate: medium name similarity (74.1); similar address/PIN (100)
PAIR-000952,UDYAM,UDYAM-KR-BLRU-2025-000028,Varun Enterprises,GST,GST-KA-BLRU-2021-000040,M/S Varun Entp,560076,56,NO_MATCH,74.1,100,25,0,True,reject/no-match candidate: medium name similarity (74.1); similar address/PIN (100)
PAIR-000953,LABOUR,LAB-KA-BLRU-2023-000025,Varun Entp,SHOP,KAR-SHOP-BLRU-2025-000036,M/S Varun Enterprises,560076,56,NO_MATCH,74.1,99.7,25,0,True,reject/no-match candidate: medium name similarity (74.1); similar address/PIN (99.7)
PAIR-000954,BBMP,BBMP-TL-YELA-2017-000083,M/S Ravi TextilesCompany,SHOP,KAR-SHOP-BLRU-2022-000141,Ravi Textiles Company,560024,56,NO_MATCH,78.8,94.0,25,0,True,reject/no-match candidate: medium name similarity (78.8); similar address/PIN (94.0)
PAIR-000955,GST,GST-KA-BLRU-2024-000257,Varun Inds,FACTORY,KFBIS-FAC-BLRU-2023-000144,M/S Varun Industries,560078,56,NO_MATCH,76.9,98.3,25,0,True,reject/no-match candidate: medium name similarity (76.9); similar address/PIN (98.3)
PAIR-000956,SHOP,KAR-SHOP-BLRU-2024-000116,M/S Asha Solutions,GST,GST-KA-BLRU-2021-000129,Asha Labs Solutions,560024,56,NO_MATCH,84.8,87.9,25,0,False,reject/no-match candidate: high name similarity (84.8); similar address/PIN (87.9)
PAIR-000957,GST,GST-KA-BLRU-2021-000040,M/S Varun Entp,KSPCB,PCB/BLRU/CTO/2021/00019,Varun Enterprises,560076,55,NO_MATCH,74.1,95.3,25,0,True,reject/no-match candidate: medium name similarity (74.1); similar address/PIN (95.3)
PAIR-000958,LABOUR,LAB-KA-BLRR-2017-000089,Varun Inds Inds,SHOP,KAR-SHOP-BLRR-2022-000126,Varun Industries Industries,561203,55,NO_MATCH,71.4,100,25,0,True,reject/no-match candidate: medium name similarity (71.4); similar address/PIN (100)
PAIR-000959,SHOP,KAR-SHOP-BLRU-2017-000143,Anany Electronics Co,KSPCB,PCB/BLRU/CTO/2015/00094,Ananya Elec Co,560029,55,NO_MATCH,71.4,100,25,0,True,reject/no-match candidate: medium name similarity (71.4); similar address/PIN (100)
PAIR-000960,GST,GST-KA-BLRU-2019-000216,MYSORE INDUSTRIES,SHOP,KAR-SHOP-BLRU-2019-000182,Mysore Industries,560059|560043,55,NO_MATCH,100.0,100,0,0,True,reject/no-match candidate: high name similarity (100.0); similar address/PIN (100); no shared identifier available
PAIR-000961,GST,GST-KA-MYS-2015-000025,Deccan Industries,LABOUR,LAB-KA-MYS-2016-000002,Deccan Industres,570001,55,NO_MATCH,97.0,68.9,25,0,False,reject/no-match candidate: high name similarity (97.0)
PAIR-000962,SHOP,KAR-SHOP-BLRU-2016-000027,M/S Varun Textiles Industries,BBMP,BBMP-TL-SOUT-2016-000011,M/S Varun Textiles Industries,560068|560043,54,NO_MATCH,100.0,96.7,0,0,True,reject/no-match candidate: high name similarity (100.0); similar address/PIN (96.7); no shared identifier available
PAIR-000963,GST,GST-KA-BLRU-2018-000031,Varun Textiles Industries,BBMP,BBMP-TL-SOUT-2016-000011,M/S Varun Textiles Industries,560068|560043,54,NO_MATCH,100.0,97.6,0,0,True,reject/no-match candidate: high name similarity (100.0); similar address/PIN (97.6); no shared identifier available
PAIR-000964,BBMP,BBMP-TL-DASA-2017-000055,Sahana Kitchen Solutions,GST,GST-KA-BLRU-2016-000116,Sahana Kitchen Solutions,560058|560043,54,NO_MATCH,100.0,97.7,0,0,True,reject/no-match candidate: high name similarity (100.0); similar address/PIN (97.7); no shared identifier available
PAIR-000965,GST,GST-KA-BLRU-2020-000161,Lakshmi Elec LLP,KSPCB,PCB/BLRU/CTE/2024/00090,M/S Lakshmi Electronics LLP,560024,54,NO_MATCH,77.4,89.1,25,0,True,reject/no-match candidate: medium name similarity (77.4); similar address/PIN (89.1)
PAIR-000966,KSPCB,PCB/BLRU/CTO/2021/00136,Nandi Moulding Company,UDYAM,UDYAM-KR-BLRU-2023-000155,Nandi Moulding Company,560001|560085,54,NO_MATCH,100.0,96.4,0,0,True,reject/no-match candidate: high name similarity (100.0); similar address/PIN (96.4); no shared identifier available
PAIR-000967,KSPCB,PCB/BLRU/CTO/2025/00075,M/S Asha Labs Solutions,SHOP,KAR-SHOP-BLRU-2024-000116,M/S Asha Solutions,560024,54,NO_MATCH,84.8,80.5,25,0,False,reject/no-match candidate: high name similarity (84.8); similar address/PIN (80.5)
PAIR-000968,UDYAM,UDYAM-KR-BLRU-2024-000103,Ananya Circuits Enterprises,KSPCB,PCB/BLRU/CTE/2025/00107,Ananya Labs Enterprises,560085,54,NO_MATCH,80.0,86.7,25,0,False,reject/no-match candidate: high name similarity (80.0); similar address/PIN (86.7)
PAIR-000969,KSPCB,PCB/BLRU/CTO/2025/00075,M/S Asha Labs Solutions,GST,GST-KA-BLRU-2021-000134,M/S Asha Solutions,560024,54,NO_MATCH,84.8,80.5,25,0,False,reject/no-match candidate: high name similarity (84.8); similar address/PIN (80.5)
PAIR-000970,GST,GST-KA-BLRU-2021-000030,Meghana Bites Associates,BBMP,BBMP-TL-SOUT-2019-000012,Meghana Bites Associates,560085,54,NO_MATCH,100.0,96.5,0,0,False,reject/no-match candidate: high name similarity (100.0); similar address/PIN (96.5); no shared identifier available
PAIR-000971,FACTORY,KFBIS-FAC-BLRU-2025-000012,Harsha Biryani Works,BBMP,BBMP-TL-WEST-2020-000009,Harsha Biryani Works,560059|560024,53,NO_MATCH,100.0,93.5,0,0,True,reject/no-match candidate: high name similarity (100.0); similar address/PIN (93.5); no shared identifier available
PAIR-000972,FACTORY,KFBIS-FAC-BLRU-2016-000014,Sree Electronics Industries,GST,GST-KA-BLRU-2017-000020,Sree Elec Inds,560059,53,NO_MATCH,68.3,95.9,25,0,True,reject/no-match candidate: medium name similarity (68.3); similar address/PIN (95.9)
PAIR-000973,FACTORY,KFBIS-FAC-TUM-2023-000029,Lakshmi Graphics Works,KSPCB,PCB/TUM/CTO/2015/00026,M/S Lakshmi Graphics Works,572101|572106,53,NO_MATCH,100.0,93.1,0,0,True,reject/no-match candidate: high name similarity (100.0); similar address/PIN (93.1); no shared identifier available
PAIR-000974,KSPCB,PCB/TUM/CTO/2015/00026,M/S Lakshmi Graphics Works,GST,GST-KA-TUM-2020-000050,M/S Lakshmi Graphics Works,572106|572101,53,NO_MATCH,100.0,90.4,0,0,True,reject/no-match candidate: high name similarity (100.0); similar address/PIN (90.4); no shared identifier available
PAIR-000975,KSPCB,PCB/BLRU/CTE/2019/00032,Ravi Tech Associates,SHOP,KAR-SHOP-BLRU-2015-000053,M/S Ravi Tech Associates,560066|560058,53,NO_MATCH,100.0,93.6,0,0,True,reject/no-match candidate: high name similarity (100.0); similar address/PIN (93.6); no shared identifier available
PAIR-000976,LABOUR,LAB-KA-BLRU-2015-000086,Sri Pvt Ltd,SHOP,KAR-SHOP-BLRU-2018-000121,Sri Pvt. td.,560102,53,NO_MATCH,66.7,97.5,25,0,True,reject/no-match candidate: medium name similarity (66.7); similar address/PIN (97.5)
PAIR-000977,KSPCB,PCB/MYS/CTE/2016/00084,Sharma Pvt Ltd,BBMP,BBMP-TL-SOUT-2019-000070,Sharma Pvt Ltd,570001|570018,53,NO_MATCH,100.0,91.8,0,0,True,reject/no-match candidate: high name similarity (100.0); similar address/PIN (91.8); no shared identifier available
PAIR-000978,FACTORY,KFBIS-FAC-TUM-2018-000106,M/S Aditya Labels Enterprises,BBMP,BBMP-TL-TUMA-2018-000091,M/S Aditya Labels Enterprises,572101|572106,53,NO_MATCH,100.0,92.5,0,0,True,reject/no-match candidate: high name similarity (100.0); similar address/PIN (92.5); no shared identifier available
PAIR-000979,SHOP,KAR-SHOP-BLRU-2023-000187,Asha CNC LLP,UDYAM,UDYAM-KR-BLRU-2019-000137,ASHA CNC LLP,560043|560001,53,NO_MATCH,100.0,93.9,0,0,True,reject/no-match candidate: high name similarity (100.0); similar address/PIN (93.9); no shared identifier available
PAIR-000980,SHOP,KAR-SHOP-BLRU-2016-000193,M/S Prakruthi Packaging Works,GST,GST-KA-BLRU-2021-000229,Prakruthi Packaging Works,560043|560100,53,NO_MATCH,100.0,93.5,0,0,True,reject/no-match candidate: high name similarity (100.0); similar address/PIN (93.5); no shared identifier available
PAIR-000981,FACTORY,KFBIS-FAC-BLRR-2020-000130,Nandi Tools Co,BBMP,BBMP-TL-BENG-2015-000120,Nandi Tools Co,562114|561203,53,NO_MATCH,100.0,93.2,0,0,True,reject/no-match candidate: high name similarity (100.0); similar address/PIN (93.2); no shared identifier available
PAIR-000982,UDYAM,UDYAM-KR-BLRU-2023-000155,Nandi Moulding Company,FACTORY,KFBIS-FAC-BLRU-2020-000133,Nandi Moulding Company,560085|560001,53,NO_MATCH,100.0,93.6,0,0,True,reject/no-match candidate: high name similarity (100.0); similar address/PIN (93.6); no shared identifier available
PAIR-000983,GST,GST-KA-BLRU-2018-000171,ANANYA ASSOCIATES,KSPCB,PCB/BLRU/CTE/2018/00050,Ananya Solutions,560024,53,NO_MATCH,66.7,98.5,25,0,False,reject/no-match candidate: medium name similarity (66.7); similar address/PIN (98.5)
PAIR-000984,BBMP,BBMP-TL-NORT-2020-000014,Aarohi Solutions,SHOP,KAR-SHOP-MYS-2025-000019,Bangalore Solutions,570016,53,NO_MATCH,74.3,86.4,25,0,False,reject/no-match candidate: medium name similarity (74.3); similar address/PIN (86.4)
PAIR-000985,FACTORY,KFBIS-FAC-BLRU-2022-000080,Sahana Kitchen Solutions,BBMP,BBMP-TL-DASA-2017-000055,Sahana Kitchen Solutions,560058,53,NO_MATCH,100.0,92.5,0,0,False,reject/no-match candidate: high name similarity (100.0); similar address/PIN (92.5); no shared identifier available
PAIR-000986,BBMP,BBMP-TL-BENG-2020-000036,Mysore Cargo Solutions,LABOUR,LAB-KA-BLRR-2023-000045,Mysore Cargo Solutions,562114|562110,52,NO_MATCH,100.0,88.3,0,0,True,reject/no-match candidate: high name similarity (100.0); similar address/PIN (88.3); no shared identifier available
PAIR-000987,UDYAM,UDYAM-KR-BLRU-2024-000063,Kaveri Cargo Solutions,SHOP,KAR-SHOP-BLRU-2024-000087,Kaveri Cargo Solutions,560078|560058,52,NO_MATCH,100.0,88.9,0,0,True,reject/no-match candidate: high name similarity (100.0); similar address/PIN (88.9); no shared identifier available
PAIR-000988,LABOUR,LAB-KA-BLRU-2023-000079,Sharma Electronics Solutions,UDYAM,UDYAM-KR-BLRU-2018-000080,Sharma Electronics Solutions,560102|560001,52,NO_MATCH,100.0,87.8,0,0,True,reject/no-match candidate: high name similarity (100.0); similar address/PIN (87.8); no shared identifier available
PAIR-000989,GST,GST-KA-BLRU-2023-000135,Nisarga Trans Enterprises,FACTORY,KFBIS-FAC-BLRU-2016-000083,Nisarga Trans Enterprises,560024|560102,52,NO_MATCH,100.0,86.7,0,0,True,reject/no-match candidate: high name similarity (100.0); similar address/PIN (86.7); no shared identifier available
PAIR-000990,KSPCB,PCB/BLRU/CTE/2016/00097,M/S Sree Tools LLP,GST,GST-KA-BLRU-2016-000176,Sree Toos LLP,560066|560064,52,NO_MATCH,94.7,95.7,0,0,True,reject/no-match candidate: high name similarity (94.7); similar address/PIN (95.7); no shared identifier available
PAIR-000991,SHOP,KAR-SHOP-BLRR-2020-000167,Bangalore LLP,BBMP,BBMP-TL-BENG-2021-000098,Bangalore LLP,561203|562157,52,NO_MATCH,100.0,88.7,0,0,True,reject/no-match candidate: high name similarity (100.0); similar address/PIN (88.7); no shared identifier available
PAIR-000992,SHOP,KAR-SHOP-BLRU-2023-000173,Veda Print Enterprises,GST,GST-KA-BLRU-2018-000206,M/S Veda Print Enterprises,560001|560029,52,NO_MATCH,100.0,88.5,0,0,True,reject/no-match candidate: high name similarity (100.0); similar address/PIN (88.5); no shared identifier available
PAIR-000993,SHOP,KAR-SHOP-BLRU-2017-000180,M/S Bangalore Traders,UDYAM,UDYAM-KR-BLRU-2020-000133,BANGALORE TRADERS,560034|560066,52,NO_MATCH,100.0,86.9,0,0,True,reject/no-match candidate: high name similarity (100.0); similar address/PIN (86.9); no shared identifier available
PAIR-000994,FACTORY,KFBIS-FAC-BLRU-2022-000057,Ananya Solutions,GST,GST-KA-BLRU-2018-000171,ANANYA ASSOCIATES,560024,52,NO_MATCH,66.7,93.3,25,0,False,reject/no-match candidate: medium name similarity (66.7); similar address/PIN (93.3)
PAIR-000995,UDYAM,UDYAM-KR-MYS-2020-000099,AAROHI SOLUTIONS,GST,GST-KA-MYS-2024-000034,M/S Aarohi Solutions,570016,52,NO_MATCH,100.0,86.0,0,0,False,reject/no-match candidate: high name similarity (100.0); similar address/PIN (86.0); no shared identifier available
PAIR-000996,GST,GST-KA-BLRU-2020-000056,SIDDHI BAKERY LLP,UDYAM,UDYAM-KR-BLRU-2024-000147,Siddhi Works Entp,560076,52,NO_MATCH,60.0,100,25,0,False,reject/no-match candidate: medium name similarity (60.0); similar address/PIN (100)
PAIR-000997,LABOUR,LAB-KA-BLRR-2023-000045,Mysore Cargo Solutions,UDYAM,UDYAM-KR-BLRR-2022-000049,Mysore Cargo olutions,562110|562114,51,NO_MATCH,97.7,85.7,0,0,True,reject/no-match candidate: high name similarity (97.7); similar address/PIN (85.7); no shared identifier available
PAIR-000998,BBMP,BBMP-TL-BENG-2017-000040,Naveen Stores LLP,LABOUR,LAB-KA-BLRR-2024-000050,Naveen Stores LLP,562114|561203,51,NO_MATCH,100.0,85.5,0,0,True,reject/no-match candidate: high name similarity (100.0); similar address/PIN (85.5); no shared identifier available
PAIR-000999,SHOP,KAR-SHOP-BLRU-2022-000100,Udupi Pharma Works,LABOUR,LAB-KA-BLRU-2021-000070,Udupi PharmaWorks,560034|560066,51,NO_MATCH,97.1,89.2,0,0,True,reject/no-match candidate: high name similarity (97.1); similar address/PIN (89.2); no shared identifier available
PAIR-001000,FACTORY,KFBIS-FAC-BLRU-2016-000083,Nisarga Trans Enterprises,BBMP,BBMP-TL-YELA-2015-000065,Nisarga Trans Enterprises,560102|560024,51,NO_MATCH,100.0,83.7,0,0,True,reject/no-match candidate: high name similarity (100.0); similar address/PIN (83.7); no shared identifier available
PAIR-001001,UDYAM,UDYAM-KR-BLRU-2015-000128,Veda Print Enterprises,SHOP,KAR-SHOP-BLRU-2023-000173,Veda Print Enterprises,560029|560001,51,NO_MATCH,100.0,85.7,0,0,True,reject/no-match candidate: high name similarity (100.0); similar address/PIN (85.7); no shared identifier available
PAIR-001002,KSPCB,PCB/BLRU/CTE/2025/00107,Ananya Labs Enterprises,FACTORY,KFBIS-FAC-BLRU-2017-000049,M/S Ananya Labs Pvt Ltd,560085,51,NO_MATCH,64.7,93.2,25,0,False,reject/no-match candidate: medium name similarity (64.7); similar address/PIN (93.2)
PAIR-001003,UDYAM,UDYAM-KR-MYS-2017-000023,Aarohi Solutions,SHOP,KAR-SHOP-MYS-2025-000019,Bangalore Solutions,570016,51,NO_MATCH,74.3,81.7,25,0,False,reject/no-match candidate: medium name similarity (74.3); similar address/PIN (81.7)
PAIR-001004,SHOP,KAR-SHOP-BLRU-2018-000026,M/S Meghana Bites Associates,BBMP,BBMP-TL-SOUT-2019-000012,Meghana Bites Associates,560085,51,NO_MATCH,100.0,85.7,0,0,False,reject/no-match candidate: high name similarity (100.0); similar address/PIN (85.7); no shared identifier available
PAIR-001005,BBMP,BBMP-TL-WEST-2018-000077,Kaveri Bakery LLP,LABOUR,LAB-KA-BLRU-2019-000147,M/S Kaveri Wear Works,560059,51,NO_MATCH,60.0,97.5,25,0,False,reject/no-match candidate: medium name similarity (60.0); similar address/PIN (97.5)
PAIR-001006,LABOUR,LAB-KA-MYS-2015-000061,M/S Sahana Garments Company,GST,GST-KA-MYS-2015-000188,M/S Sahana Industries Co,570018,51,NO_MATCH,62.5,92.5,25,0,False,reject/no-match candidate: medium name similarity (62.5); similar address/PIN (92.5)
PAIR-001007,KSPCB,PCB/BLRU/CTO/2018/00022,Bharath Machining Co,LABOUR,LAB-KA-BLRU-2025-000028,BharathMachining Company,560059|560034,50,NO_MATCH,97.0,82.4,0,0,True,reject/no-match candidate: high name similarity (97.0); similar address/PIN (82.4); no shared identifier available
PAIR-001008,BBMP,BBMP-TL-MAHA-2017-000109,Bangalore Traders,SHOP,KAR-SHOP-BLRU-2017-000180,M/S Bangalore Traders,560066|560034,50,NO_MATCH,100.0,80.0,0,0,True,reject/no-match candidate: high name similarity (100.0); similar address/PIN (80.0); no shared identifier available
PAIR-001009,GST,GST-KA-BLRU-2020-000246,Sree Mold Traders,SHOP,KAR-SHOP-BLRU-2024-000209,M/S Sree Mold Traders,560058|560001,50,NO_MATCH,100.0,80.0,0,0,True,reject/no-match candidate: high name similarity (100.0); similar address/PIN (80.0); no shared identifier available
PAIR-001010,BBMP,BBMP-TL-SOUT-2021-000056,Omkar Labs Co,UDYAM,UDYAM-KR-BLRU-2022-000067,Omkar Agro Company,560068,50,NO_MATCH,70.0,80.9,25,0,False,reject/no-match candidate: medium name similarity (70.0); similar address/PIN (80.9)
PAIR-001011,BBMP,BBMP-TL-SOUT-2021-000056,Omkar Labs Co,KSPCB,PCB/BLRU/CTO/2022/00062,Omkar Agro Co,560068,50,NO_MATCH,70.0,81.1,25,0,False,reject/no-match candidate: medium name similarity (70.0); similar address/PIN (81.1)
PAIR-001012,SHOP,KAR-SHOP-BLRU-2020-000082,Nisarga Industrial Co,FACTORY,KFBIS-FAC-BLRU-2022-000019,Nisarga Industrial Co,560024,50,NO_MATCH,100.0,81.0,0,0,False,reject/no-match candidate: high name similarity (100.0); similar address/PIN (81.0); no shared identifier available
PAIR-001013,FACTORY,KFBIS-FAC-BLRU-2019-000032,Siddhi Bakery LLP,KSPCB,PCB/BLRU/CTO/2020/00131,Siddhi Works Enterprises,560076,50,NO_MATCH,54.1,98.3,25,0,False,reject/no-match candidate: weak name similarity (54.1); similar address/PIN (98.3)
PAIR-001014,UDYAM,UDYAM-KR-BLRU-2022-000152,Kaveri Wear Works,GST,GST-KA-BLRU-2020-000152,Kaveri Bakery LLP,560059,50,NO_MATCH,60.0,92.8,25,0,False,reject/no-match candidate: medium name similarity (60.0); similar address/PIN (92.8)
PAIR-001015,GST,GST-KA-BLRU-2020-000178,Kaveri Print Company,LABOUR,LAB-KA-BLRU-2019-000147,M/S Kaveri Wear Works,560059,50,NO_MATCH,55.2,98.2,25,0,False,reject/no-match candidate: medium name similarity (55.2); similar address/PIN (98.2)
PAIR-001016,BBMP,BBMP-TL-DASA-2022-000122,Veda Apparels Company,KSPCB,PCB/BLRU/CTE/2020/00109,M/S Veda Precision Company,560058,50,NO_MATCH,66.7,86.8,25,0,False,reject/no-match candidate: medium name similarity (66.7); similar address/PIN (86.8)
PAIR-001017,SHOP,KAR-SHOP-MYS-2018-000085,Sahana Garments Co,FACTORY,KFBIS-FAC-MYS-2022-000107,Sahana Industries Co,570018,50,NO_MATCH,62.5,91.3,25,0,False,reject/no-match candidate: medium name similarity (62.5); similar address/PIN (91.3)
PAIR-001018,SHOP,KAR-SHOP-BLRU-2024-000005,Siddhi Cafe Inds,BBMP,BBMP-TL-BOMM-2015-000001,Siddhi Cafe Industries,560037|560100,49,NO_MATCH,84.2,94.6,0,0,True,reject/no-match candidate: high name similarity (84.2); similar address/PIN (94.6); no shared identifier available
PAIR-001019,GST,GST-KA-BLRU-2025-000236,Lakshmi Kitchen Pvt Ltd,UDYAM,UDYAM-KR-BLRU-2023-000149,M/S Lakshmi Kitche Pvt Ltd,560058|560024,49,NO_MATCH,96.6,81.7,0,0,True,reject/no-match candidate: high name similarity (96.6); similar address/PIN (81.7); no shared identifier available
PAIR-001020,SHOP,KAR-SHOP-BLRU-2016-000171,Veda Logistics Works,LABOUR,LAB-KA-BLRU-2022-000112,Ravi Logistics Solutions,560076,49,NO_MATCH,63.6,82.9,25,0,False,reject/no-match candidate: medium name similarity (63.6); similar address/PIN (82.9)
